av_depth,max_depth,min_depth,num_acl,num_rel_cl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_poss,num_prep,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,pos_sim_all,lemma_sim_all,lemma_sim_nei,density,ls,vs,corrected_vs,squared_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,ttr,corrected_ttr,root_ttr,log_ttr,uber_ttr,d,lv,vvi,squared_vv,corrected_vv,vvii,nv,adjv,advv,modv,der_level3,der_level4,der_level5,der_level6,mci,freq_finite_forms,freq_aux,num_inf,num_gerunds,num_pres_sing,num_pres_plur,num_past_part,num_past_simple,num_linkings,num_4grams,num_func_ngrams,num_shell_noun,num_misspelled_tokens,punct_mistakes_pp,punct_mistakes_because,punct_mistakes_but,punct_mistakes_compare,million_mistake,class,sum_punct
5.29,10,3,8,3,8,17,387,7.59,22.76,32,23,9,14,17,23,25,6,3,18.44,18.71,25.42,25.12,0.47,0.1,0.08,0.35,0.25,0.74,0.1,0.03,0.13,190,0.49,6.83,9.66,0.88,262.62,0.85,0.49,0.89,28.44,3.77,0.18,0.18,0.16,0.1,0.26,0.04,0.05,0.07,0.05,6.25,0.19,0.83,14,6,14,0,12,8,19,12,2,6,4,0,0,0,0,0,6,0
5.58,13,2,6,4,7,12,302,6.0,25.17,36,24,12,10,15,10,15,2,2,21.18,20.17,26.36,27.18,0.47,0.21,0.05,0.23,0.11,0.69,0.12,0.01,0.18,134,0.44,5.45,7.71,0.86,304.06,0.83,0.44,0.7,18.27,3.02,0.18,0.13,0.1,0.11,0.21,0.05,0.14,0.13,0.01,2.75,0.54,0.51,12,5,9,0,3,4,18,27,5,3,0,0,0,0,0,0,6,0
4.0,6,3,3,1,3,10,175,5.8,17.5,10,8,2,4,10,9,10,1,1,12.33,13.14,16.9,16.22,0.41,0.06,0.0,0.0,0.0,0.6,0.12,0.06,0.22,85,0.49,4.54,6.43,0.86,177.45,0.77,0.49,0.71,7.14,1.89,0.14,0.11,0.15,0.08,0.24,0.05,0.15,0.04,0.04,3.75,0.5,0.21,4,1,2,0,2,7,7,5,1,1,2,1,0,0,0,0,6,1
4.43,7,3,2,0,2,7,180,4.71,25.71,10,8,2,4,9,14,6,0,0,20.67,21.19,26.43,26.0,0.33,0.19,0.12,0.34,0.24,0.63,0.03,0.02,0.33,81,0.45,4.27,6.04,0.85,232.98,0.75,0.45,0.76,9.94,2.23,0.22,0.09,0.08,0.08,0.17,0.06,0.06,0.0,0.06,4.5,0.18,0.47,5,4,5,0,6,0,4,1,0,0,9,0,0,0,0,0,6,0
3.4,5,2,2,2,0,10,171,4.4,17.1,16,14,2,3,10,21,3,2,2,14.11,15.09,19.71,19.22,0.33,0.11,0.0,0.0,0.0,0.58,0.09,0.07,0.26,73,0.43,3.95,5.58,0.83,277.86,0.77,0.43,0.56,5.56,1.67,0.18,0.09,0.11,0.05,0.16,0.0,0.03,0.0,0.0,3.25,0.72,0.17,3,0,1,0,2,14,3,4,0,1,6,0,0,0,0,0,6,0
4.67,7,2,5,2,6,15,327,6.8,21.8,25,17,8,10,22,20,17,6,2,16.57,17.39,23.97,22.93,0.49,0.14,0.12,0.49,0.48,0.63,0.11,0.05,0.21,155,0.47,6.06,8.57,0.87,219.98,0.82,0.47,0.85,23.76,3.45,0.18,0.19,0.11,0.09,0.19,0.07,0.11,0.07,0.01,3.25,0.27,0.64,13,1,6,0,12,6,11,6,1,5,1,0,0,2,1,0,6,3
4.06,9,2,3,5,3,18,287,4.17,15.94,37,30,7,10,16,9,15,3,4,12.29,13.91,18.06,16.53,0.44,0.16,0.1,0.44,0.39,0.69,0.08,0.02,0.21,120,0.42,5.01,7.08,0.85,130.71,0.82,0.42,0.76,23.44,3.42,0.25,0.13,0.09,0.05,0.14,0.01,0.08,0.08,0.01,3.5,0.44,0.56,16,2,6,0,9,10,7,6,1,2,2,0,1,0,0,0,6,1
5.14,8,3,8,1,6,7,232,5.0,33.14,20,13,7,6,14,21,7,6,0,31.83,29.68,38.3,39.5,0.42,0.2,0.11,0.41,0.33,0.64,0.04,0.04,0.28,103,0.44,4.78,6.76,0.85,379.39,0.77,0.44,0.59,9.48,2.18,0.16,0.11,0.09,0.09,0.19,0.07,0.05,0.07,0.05,2.75,0.3,0.44,3,3,11,0,12,5,10,4,1,0,5,1,0,0,0,0,6,1
5.29,8,3,5,3,0,7,142,8.43,20.29,10,8,2,3,15,12,10,8,0,15.17,15.47,21.03,20.5,0.47,0.13,0.07,0.19,0.07,0.58,0.14,0.11,0.16,64,0.45,3.8,5.37,0.84,229.93,0.72,0.45,0.57,4.57,1.51,0.12,0.17,0.15,0.06,0.21,0.02,0.07,0.02,0.04,1.5,0.14,0.57,0,0,2,0,12,1,7,6,1,0,1,0,0,0,0,0,6,0
4.54,6,3,1,3,7,13,267,6.85,20.54,22,12,10,9,11,15,21,2,1,15.33,17.68,23.98,21.08,0.48,0.12,0.22,0.74,1.09,0.72,0.11,0.04,0.12,141,0.53,6.1,8.63,0.89,277.69,0.84,0.53,0.91,19.17,3.1,0.16,0.18,0.2,0.07,0.27,0.04,0.12,0.05,0.05,4.25,0.26,0.83,12,3,11,0,4,4,21,3,0,6,1,1,0,0,0,0,6,1
3.83,5,3,1,2,3,12,197,4.92,16.42,21,16,5,3,14,14,6,0,2,13.64,14.77,18.92,17.64,0.37,0.08,0.12,0.34,0.24,0.64,0.11,0.08,0.17,85,0.43,4.28,6.06,0.84,177.45,0.77,0.43,0.82,11.53,2.4,0.19,0.1,0.12,0.06,0.18,0.0,0.02,0.02,0.06,5.25,0.41,0.82,3,1,8,0,6,8,8,2,1,1,1,0,0,0,0,0,6,0
5.33,8,0,10,6,8,15,427,8.0,28.47,35,23,12,8,19,16,22,4,10,21.79,22.31,29.31,28.93,0.48,0.17,0.13,0.63,0.8,0.69,0.09,0.02,0.2,185,0.43,6.33,8.95,0.86,328.54,0.8,0.43,0.76,25.69,3.58,0.16,0.12,0.15,0.13,0.29,0.09,0.05,0.05,0.03,4.0,0.24,0.64,27,4,11,0,6,2,23,14,2,3,3,1,1,0,1,0,8,3
4.47,7,2,8,5,8,17,382,6.94,22.47,37,24,13,5,13,17,22,1,7,20.19,19.29,24.51,24.81,0.47,0.08,0.06,0.31,0.19,0.74,0.12,0.05,0.1,161,0.42,5.82,8.24,0.85,185.83,0.82,0.42,0.79,29.13,3.82,0.21,0.11,0.11,0.1,0.21,0.03,0.09,0.05,0.03,3.5,0.28,0.64,24,7,15,0,9,3,20,13,3,7,2,1,0,1,0,0,6,2
4.0,6,2,2,1,7,16,254,2.5,15.88,26,18,8,7,16,13,21,0,0,12.73,13.55,18.8,18.27,0.48,0.14,0.08,0.28,0.16,0.67,0.13,0.03,0.17,138,0.54,6.12,8.66,0.89,291.17,0.85,0.54,0.76,14.44,2.69,0.16,0.18,0.17,0.07,0.24,0.02,0.06,0.04,0.04,3.75,0.88,0.16,1,2,10,0,0,2,14,0,0,1,6,0,1,0,0,0,4,1
3.65,9,0,8,3,10,23,420,5.91,18.26,42,28,14,6,13,23,22,2,4,16.5,16.14,20.93,20.91,0.44,0.13,0.1,0.51,0.52,0.67,0.11,0.03,0.19,160,0.38,5.52,7.81,0.84,177.41,0.83,0.38,0.62,18.75,3.06,0.16,0.11,0.14,0.08,0.22,0.08,0.07,0.04,0.07,5.0,0.1,0.96,22,19,16,1,8,9,19,8,1,3,3,0,1,1,1,0,6,3
3.6,6,2,0,2,4,15,214,4.0,14.27,23,15,8,7,11,12,8,0,1,11.07,12.05,16.7,15.43,0.47,0.16,0.15,0.55,0.62,0.7,0.08,0.02,0.2,108,0.5,5.22,7.38,0.87,226.02,0.81,0.5,0.81,16.96,2.91,0.21,0.18,0.1,0.06,0.16,0.06,0.1,0.06,0.02,3.25,0.42,0.54,12,4,3,1,1,4,9,3,2,1,0,0,0,0,0,0,6,0
4.73,13,2,4,2,12,15,388,7.6,25.87,34,22,12,12,13,24,35,2,3,22.93,24.34,31.67,30.43,0.5,0.11,0.15,0.67,0.9,0.71,0.11,0.05,0.14,166,0.43,5.96,8.43,0.86,241.15,0.81,0.43,0.78,24.02,3.47,0.16,0.14,0.14,0.11,0.26,0.08,0.05,0.09,0.01,4.0,0.48,0.45,14,4,9,0,4,5,24,6,1,2,0,2,0,0,0,0,8,2
5.71,8,4,2,0,6,7,273,11.71,39.0,19,12,7,6,23,23,23,0,0,31.0,29.94,38.59,38.83,0.32,0.1,0.14,0.45,0.41,0.56,0.11,0.04,0.29,97,0.36,4.15,5.87,0.82,235.87,0.75,0.36,0.73,11.64,2.41,0.19,0.07,0.14,0.08,0.22,0.11,0.04,0.02,0.02,4.5,0.5,0.55,5,2,12,0,8,1,8,7,1,0,2,2,0,0,0,0,7,2
6.0,8,4,8,0,1,6,177,6.83,29.5,9,9,0,7,6,12,12,1,1,24.8,23.15,30.69,32.6,0.49,0.06,0.06,0.18,0.06,0.69,0.11,0.02,0.18,87,0.49,4.62,6.54,0.86,226.72,0.79,0.49,0.69,7.56,1.94,0.13,0.14,0.14,0.14,0.28,0.06,0.0,0.06,0.0,5.75,0.25,0.38,3,6,1,0,2,6,7,3,0,4,1,0,0,0,0,2,6,0
4.14,6,3,4,1,3,7,98,4.29,14.0,11,8,3,0,3,4,10,3,0,9.67,9.11,13.38,13.5,0.56,0.13,0.21,0.57,0.64,0.7,0.11,0.05,0.13,65,0.66,4.64,6.57,0.91,150.13,0.86,0.66,0.86,10.29,2.27,0.22,0.2,0.2,0.05,0.25,0.03,0.03,0.03,0.03,2.75,0.29,0.64,4,4,3,0,1,2,4,0,0,1,1,0,0,0,0,0,4,0
3.88,6,2,0,1,1,8,153,7.62,19.12,12,10,2,3,14,6,6,0,0,16.71,14.87,18.25,20.14,0.41,0.23,0.4,0.63,0.8,0.58,0.09,0.03,0.3,67,0.44,3.83,5.42,0.84,403.62,0.69,0.44,1.0,5.0,1.58,0.08,0.12,0.11,0.18,0.29,0.04,0.23,0.04,0.08,1.5,0.6,1.8,1,0,3,0,1,4,17,2,0,1,2,0,0,0,0,0,6,0
4.62,9,1,4,3,5,13,228,5.23,17.54,21,14,7,11,10,6,14,4,3,15.0,16.56,21.64,19.42,0.49,0.13,0.04,0.13,0.04,0.69,0.09,0.04,0.18,133,0.58,6.23,8.81,0.9,223.8,0.84,0.58,0.82,18.89,3.07,0.21,0.21,0.14,0.09,0.23,0.06,0.06,0.07,0.06,3.5,0.32,0.5,12,2,6,0,6,2,14,4,1,0,2,0,0,0,0,0,6,0
4.2,6,3,2,5,5,15,221,3.2,14.73,29,20,9,5,9,11,5,2,1,11.5,11.09,15.14,15.5,0.47,0.12,0.11,0.48,0.46,0.78,0.06,0.04,0.12,111,0.5,5.28,7.47,0.87,164.71,0.84,0.5,0.66,15.11,2.75,0.22,0.13,0.08,0.1,0.17,0.13,0.08,0.06,0.17,5.0,0.54,0.29,11,2,8,0,3,3,10,5,1,0,2,0,0,0,0,0,6,0
3.85,6,2,0,2,0,13,274,5.0,21.08,19,17,2,4,18,17,10,0,0,19.83,20.74,25.45,24.75,0.32,0.16,0.14,0.38,0.29,0.57,0.07,0.02,0.34,115,0.42,4.91,6.95,0.85,381.03,0.8,0.42,0.93,12.07,2.46,0.15,0.09,0.13,0.09,0.22,0.02,0.1,0.07,0.0,3.25,0.5,1.0,5,0,7,0,4,4,6,1,0,0,14,0,0,2,1,0,6,3
3.75,7,2,2,1,1,8,144,7.12,18.0,13,10,3,5,4,5,13,0,0,15.86,15.07,19.89,20.71,0.55,0.13,0.0,0.0,0.0,0.63,0.12,0.03,0.22,97,0.67,5.72,8.08,0.92,213.29,0.86,0.67,0.92,11.08,2.35,0.15,0.16,0.19,0.19,0.38,0.05,0.12,0.09,0.09,3.5,0.54,0.46,2,2,5,0,2,1,7,3,0,1,1,0,0,0,0,0,4,0
5.09,8,3,4,2,11,11,292,6.09,26.55,24,11,13,5,15,9,21,1,5,22.9,23.76,31.6,30.4,0.5,0.1,0.06,0.25,0.12,0.71,0.09,0.07,0.14,147,0.5,6.08,8.6,0.88,378.41,0.82,0.5,0.94,28.12,3.75,0.21,0.13,0.15,0.11,0.26,0.16,0.05,0.07,0.12,4.25,0.41,0.5,16,2,13,0,5,2,25,0,0,7,4,2,3,0,0,0,6,5
4.31,9,2,7,1,3,13,219,4.92,16.85,15,11,4,8,18,10,13,6,0,15.42,14.94,18.57,18.92,0.5,0.25,0.12,0.34,0.24,0.56,0.09,0.04,0.32,95,0.43,4.54,6.42,0.85,338.61,0.79,0.43,0.53,4.76,1.54,0.08,0.14,0.1,0.08,0.18,0.02,0.07,0.02,0.02,1.5,0.41,0.53,1,0,11,0,10,0,13,3,0,1,3,0,0,0,0,0,6,0
4.0,8,2,1,6,1,16,224,4.56,14.0,18,14,4,3,11,8,24,1,0,11.8,12.94,15.9,14.53,0.5,0.18,0.06,0.17,0.06,0.63,0.12,0.03,0.22,81,0.36,3.83,5.41,0.81,151.65,0.75,0.36,0.56,5.56,1.67,0.09,0.08,0.14,0.05,0.19,0.1,0.0,0.02,0.12,2.75,0.56,0.44,4,0,4,0,4,0,4,3,1,0,6,1,0,1,0,0,6,2
5.8,11,3,6,4,12,15,390,6.6,26.0,38,21,17,9,18,17,28,4,3,21.86,20.46,27.12,29.43,0.47,0.08,0.02,0.1,0.02,0.75,0.12,0.03,0.1,172,0.44,6.16,8.71,0.86,188.22,0.83,0.44,0.82,34.59,4.16,0.23,0.13,0.15,0.09,0.24,0.03,0.09,0.07,0.02,2.5,0.29,0.51,28,3,7,0,6,16,16,14,5,2,3,0,0,0,0,0,6,0
5.35,9,0,7,13,9,17,394,5.06,23.18,47,27,20,9,12,14,34,5,7,18.38,19.62,25.81,24.0,0.51,0.09,0.06,0.31,0.19,0.77,0.09,0.02,0.12,168,0.43,5.98,8.46,0.86,245.04,0.84,0.43,0.68,21.79,3.3,0.16,0.11,0.16,0.11,0.27,0.03,0.09,0.08,0.01,2.75,0.4,0.6,18,3,18,1,5,7,16,6,1,4,3,0,0,0,0,0,6,0
6.0,10,3,12,2,1,10,239,7.9,23.9,21,18,3,4,15,17,12,7,1,21.0,21.41,26.05,25.33,0.44,0.09,0.09,0.3,0.18,0.63,0.11,0.06,0.2,82,0.34,3.75,5.3,0.8,237.06,0.71,0.34,0.5,5.5,1.66,0.1,0.08,0.13,0.07,0.2,0.0,0.14,0.09,0.0,3.0,0.18,0.77,3,1,14,0,13,0,7,3,0,0,1,0,0,1,0,0,7,1
4.73,9,0,6,3,3,15,340,6.87,22.67,25,21,4,3,26,17,28,4,5,18.36,21.42,28.37,24.86,0.46,0.09,0.09,0.38,0.28,0.74,0.14,0.04,0.09,137,0.4,5.25,7.43,0.84,288.29,0.8,0.4,0.69,15.12,2.75,0.14,0.15,0.14,0.06,0.2,0.1,0.07,0.01,0.11,4.0,0.31,0.56,19,1,10,0,4,3,15,15,5,6,1,0,0,3,0,0,6,3
3.73,5,2,3,1,3,11,181,5.91,16.45,15,12,3,3,9,8,14,2,3,12.8,12.52,16.9,17.1,0.48,0.15,0.18,0.51,0.53,0.74,0.1,0.02,0.13,95,0.52,4.99,7.06,0.88,338.61,0.79,0.52,0.88,13.24,2.57,0.17,0.19,0.11,0.07,0.18,0.02,0.05,0.05,0.05,3.25,0.35,0.76,6,5,7,0,2,3,11,8,2,3,2,1,0,0,0,0,6,1
4.36,6,3,6,1,1,11,242,6.36,22.0,14,12,2,2,17,15,18,1,2,17.4,17.32,22.81,23.0,0.45,0.14,0.05,0.16,0.05,0.67,0.12,0.02,0.2,101,0.42,4.59,6.49,0.84,317.85,0.8,0.42,0.6,7.2,1.9,0.11,0.11,0.11,0.1,0.21,0.0,0.04,0.05,0.0,3.75,0.15,0.55,3,6,2,0,7,6,10,2,1,3,1,0,0,1,0,4,6,1
5.54,11,3,6,4,2,13,261,4.38,20.08,20,14,6,6,24,16,15,8,0,14.08,15.24,21.49,19.5,0.52,0.18,0.04,0.14,0.04,0.59,0.11,0.05,0.26,96,0.37,4.2,5.94,0.82,192.05,0.74,0.37,0.4,4.0,1.41,0.07,0.09,0.1,0.08,0.19,0.05,0.17,0.03,0.03,4.5,0.4,0.44,1,0,12,0,15,0,7,5,1,0,1,0,0,0,0,0,4,0
4.5,6,3,2,0,3,6,145,6.0,24.17,13,10,3,9,6,9,5,2,0,19.0,21.05,27.54,25.6,0.44,0.16,0.08,0.2,0.08,0.55,0.1,0.04,0.3,72,0.5,4.23,5.98,0.86,155.28,0.79,0.5,0.69,6.23,1.77,0.14,0.17,0.12,0.05,0.17,0.0,0.07,0.0,0.0,4.25,0.38,0.85,3,0,5,0,7,2,7,3,0,0,0,0,0,0,0,0,6,0
5.33,7,3,1,3,10,15,326,4.4,21.73,32,20,12,7,21,14,22,1,1,17.64,17.93,23.4,22.57,0.47,0.04,0.03,0.13,0.03,0.77,0.1,0.05,0.08,129,0.4,5.05,7.14,0.84,214.71,0.8,0.4,0.68,14.23,2.67,0.14,0.12,0.15,0.07,0.22,0.17,0.05,0.08,0.12,2.0,0.45,0.74,17,3,4,0,1,3,22,24,6,5,1,1,1,1,1,0,6,4
5.8,7,5,3,1,5,5,184,12.8,36.8,11,6,5,0,13,9,12,4,0,28.75,33.79,41.81,36.0,0.41,0.33,0.07,0.18,0.07,0.48,0.04,0.03,0.45,93,0.51,4.85,6.86,0.87,392.31,0.8,0.51,0.67,6.67,1.83,0.13,0.11,0.2,0.11,0.31,0.12,0.05,0.07,0.02,5.25,0.4,0.4,1,4,6,0,5,1,6,4,0,0,12,0,0,0,0,0,6,0
4.1,7,3,1,0,2,10,200,2.9,20.0,15,13,2,7,20,9,20,1,0,17.44,18.5,24.1,22.11,0.38,0.21,0.18,0.43,0.36,0.49,0.13,0.09,0.29,84,0.42,4.2,5.94,0.84,215.8,0.75,0.42,0.91,9.09,2.13,0.13,0.08,0.18,0.08,0.26,0.09,0.03,0.03,0.03,4.0,0.73,0.73,1,0,8,1,3,2,9,2,0,1,1,0,0,0,0,0,6,0
3.86,8,2,5,4,7,22,374,3.64,17.0,40,32,8,8,13,9,19,5,3,14.43,14.83,19.61,18.95,0.47,0.07,0.02,0.11,0.02,0.78,0.1,0.04,0.08,164,0.44,6.0,8.48,0.86,206.61,0.85,0.44,0.82,29.45,3.84,0.21,0.14,0.1,0.11,0.21,0.04,0.04,0.08,0.04,3.5,0.3,0.75,26,3,5,0,7,4,13,3,2,6,3,0,0,2,0,0,6,2
5.11,9,2,1,3,8,9,191,2.11,21.22,15,7,8,0,10,11,16,3,0,18.62,19.13,23.82,22.75,0.48,0.18,0.11,0.33,0.22,0.7,0.06,0.05,0.2,88,0.46,4.5,6.37,0.85,205.87,0.81,0.46,0.67,8.0,2.0,0.13,0.12,0.14,0.14,0.28,0.18,0.08,0.12,0.02,2.75,0.44,0.39,4,0,9,0,6,0,13,2,0,0,4,0,0,0,0,0,7,0
3.45,8,0,6,2,4,22,323,5.59,14.68,31,26,5,15,12,13,13,0,5,12.95,12.7,16.98,16.95,0.46,0.14,0.07,0.33,0.22,0.68,0.11,0.02,0.18,155,0.48,6.1,8.62,0.87,231.52,0.83,0.48,0.8,26.56,3.64,0.22,0.18,0.09,0.1,0.19,0.04,0.08,0.0,0.05,1.75,0.41,0.39,21,2,6,0,2,2,20,8,1,6,2,0,0,0,0,0,6,0
3.11,5,2,1,2,0,9,119,3.78,13.22,11,9,2,1,8,4,6,1,0,12.62,13.96,16.77,15.25,0.5,0.08,0.1,0.22,0.1,0.61,0.14,0.07,0.18,70,0.59,4.54,6.42,0.89,189.38,0.79,0.59,0.9,8.1,2.01,0.15,0.18,0.12,0.15,0.27,0.2,0.0,0.1,0.12,4.0,0.5,0.7,2,1,6,0,3,1,6,0,0,4,0,0,0,0,0,0,4,0
3.81,7,2,1,0,7,16,277,5.62,17.31,30,22,8,7,18,13,12,0,1,15.87,15.06,19.17,19.93,0.44,0.16,0.18,0.67,0.89,0.7,0.11,0.06,0.13,119,0.43,5.06,7.15,0.85,205.35,0.8,0.43,0.82,18.89,3.07,0.19,0.12,0.14,0.07,0.2,0.04,0.11,0.11,0.03,4.0,0.25,0.96,15,4,8,0,6,7,10,8,3,5,2,0,1,0,0,0,6,1
4.3,6,2,4,1,0,10,182,4.8,18.2,13,12,1,4,14,9,8,5,0,16.44,16.5,20.71,20.78,0.38,0.13,0.09,0.21,0.09,0.6,0.08,0.05,0.27,80,0.44,4.19,5.93,0.84,149.05,0.77,0.44,0.55,3.27,1.28,0.09,0.12,0.09,0.1,0.19,0.0,0.06,0.0,0.0,2.75,0.09,1.18,2,0,7,0,9,0,6,3,0,0,0,0,0,0,0,0,6,0
4.0,7,2,4,0,6,14,253,6.29,18.07,22,16,6,4,17,12,16,1,4,16.31,15.85,20.96,20.85,0.49,0.09,0.0,0.0,0.0,0.71,0.09,0.04,0.15,122,0.48,5.42,7.67,0.87,187.28,0.83,0.48,0.65,9.78,2.21,0.12,0.17,0.15,0.1,0.25,0.1,0.08,0.05,0.11,1.5,0.43,0.61,13,0,7,0,2,4,10,12,3,4,3,0,1,0,0,0,6,1
6.08,11,3,6,4,5,12,302,3.42,25.17,28,21,7,9,22,10,16,1,6,21.45,22.72,29.5,27.45,0.49,0.06,0.03,0.12,0.03,0.76,0.1,0.04,0.11,118,0.39,4.8,6.79,0.84,152.44,0.8,0.39,0.67,16.0,2.83,0.16,0.14,0.09,0.07,0.16,0.04,0.04,0.0,0.07,3.5,0.47,0.39,14,5,8,0,2,0,10,11,3,7,1,0,1,3,0,0,6,4
5.5,8,3,4,3,2,10,195,4.3,19.5,15,11,4,6,12,6,15,0,4,14.44,14.65,20.42,20.22,0.51,0.04,0.0,0.0,0.0,0.73,0.1,0.05,0.13,107,0.55,5.42,7.66,0.89,270.37,0.82,0.55,0.79,11.84,2.43,0.15,0.18,0.16,0.08,0.24,0.04,0.06,0.02,0.04,3.75,0.47,0.42,9,0,2,0,3,4,12,8,3,4,1,0,0,0,0,0,6,0
3.67,6,2,1,1,2,12,165,5.42,13.75,15,13,2,5,9,5,13,1,0,13.73,14.69,17.2,15.82,0.47,0.18,0.17,0.41,0.33,0.57,0.12,0.02,0.28,84,0.51,4.62,6.54,0.87,284.55,0.79,0.51,0.75,6.75,1.84,0.12,0.12,0.18,0.1,0.29,0.09,0.03,0.03,0.12,2.25,0.42,0.83,2,0,6,0,5,1,4,0,0,0,0,0,0,0,0,0,4,0
5.07,8,1,9,3,10,14,339,5.21,24.21,35,21,14,4,13,11,29,4,3,18.31,22.36,28.97,24.69,0.52,0.11,0.05,0.22,0.1,0.69,0.12,0.06,0.14,184,0.54,7.07,9.99,0.9,326.16,0.85,0.54,0.8,26.56,3.64,0.19,0.19,0.17,0.11,0.28,0.07,0.07,0.06,0.09,4.5,0.51,0.44,12,3,14,0,8,4,22,4,1,2,0,0,0,2,0,0,8,2
5.0,6,3,3,2,0,7,159,7.14,22.71,6,6,0,7,17,4,9,3,0,20.5,21.16,25.69,25.0,0.45,0.15,0.11,0.24,0.11,0.55,0.11,0.06,0.28,77,0.48,4.32,6.11,0.86,190.89,0.75,0.48,0.78,5.44,1.65,0.1,0.17,0.15,0.07,0.23,0.0,0.09,0.02,0.05,4.0,0.33,0.33,1,2,4,0,3,0,7,1,0,0,0,0,0,0,0,0,6,0
4.59,11,2,8,6,4,17,328,5.41,19.29,31,21,10,8,21,16,33,8,0,16.62,15.6,20.98,22.0,0.52,0.12,0.06,0.24,0.11,0.66,0.13,0.05,0.15,167,0.51,6.52,9.22,0.88,349.42,0.84,0.51,0.83,24.03,3.47,0.17,0.18,0.18,0.06,0.24,0.12,0.08,0.05,0.11,3.25,0.34,0.69,12,0,7,0,13,6,17,1,0,4,4,0,0,0,0,0,6,0
4.67,8,2,5,3,9,15,320,7.73,21.33,29,17,12,3,31,18,15,4,3,17.07,17.08,22.94,23.14,0.48,0.16,0.11,0.46,0.43,0.64,0.12,0.04,0.2,143,0.45,5.65,7.99,0.86,246.91,0.78,0.45,0.78,22.73,3.37,0.19,0.18,0.09,0.07,0.16,0.04,0.07,0.05,0.03,4.5,0.22,0.68,19,3,3,0,11,15,13,11,1,4,1,0,0,0,1,0,6,1
5.0,7,4,0,0,2,3,87,15.33,29.0,8,5,3,2,10,2,5,0,0,26.0,32.5,38.25,30.5,0.31,0.37,0.17,0.29,0.17,0.55,0.07,0.07,0.31,57,0.66,4.32,6.11,0.91,939.89,0.78,0.66,1.0,6.0,1.73,0.22,0.13,0.19,0.04,0.22,0.06,0.0,0.06,0.0,2.25,0.5,0.83,2,1,4,0,0,0,2,3,1,0,4,0,0,0,0,0,4,0
6.67,10,5,7,1,3,6,167,9.67,27.83,13,9,4,0,19,11,5,5,0,19.2,21.71,28.64,25.0,0.4,0.18,0.0,0.0,0.0,0.64,0.09,0.05,0.22,71,0.43,3.88,5.49,0.83,223.98,0.73,0.43,0.46,2.77,1.18,0.09,0.13,0.1,0.03,0.13,0.0,0.08,0.0,0.0,2.25,0.38,0.69,2,0,10,0,7,0,8,3,0,0,0,0,0,0,0,0,6,0
3.79,6,2,3,1,3,14,199,5.29,14.21,18,14,4,0,15,14,18,3,0,10.77,10.7,13.95,14.15,0.51,0.16,0.06,0.18,0.06,0.65,0.14,0.08,0.14,84,0.42,4.21,5.95,0.84,159.53,0.78,0.42,0.62,6.25,1.77,0.1,0.12,0.16,0.09,0.25,0.07,0.0,0.02,0.0,3.75,0.69,0.44,0,0,12,0,5,2,5,0,0,0,5,0,0,0,0,0,6,0
5.1,7,3,3,2,9,10,263,5.2,26.3,25,14,11,7,9,13,17,2,1,20.78,20.74,27.33,27.44,0.51,0.11,0.04,0.13,0.04,0.77,0.04,0.02,0.16,113,0.43,4.93,6.97,0.85,291.63,0.79,0.43,0.79,17.29,2.94,0.17,0.11,0.14,0.15,0.29,0.11,0.03,0.1,0.02,5.25,0.5,0.46,8,5,2,0,3,6,14,14,4,3,2,0,0,1,0,0,7,1
4.09,8,2,7,0,1,11,207,9.36,18.82,16,15,1,7,16,14,6,7,0,15.3,15.17,18.99,19.3,0.4,0.18,0.1,0.22,0.1,0.59,0.1,0.03,0.27,68,0.33,3.34,4.73,0.79,250.93,0.68,0.33,0.4,1.6,0.89,0.05,0.08,0.1,0.11,0.2,0.03,0.02,0.08,0.0,0.75,0.1,1.5,0,0,1,0,9,14,9,2,0,0,0,0,0,0,0,0,6,0
6.5,14,3,6,4,7,10,303,6.9,30.3,28,17,11,9,13,15,31,3,3,27.78,29.55,38.26,35.89,0.55,0.12,0.11,0.46,0.43,0.71,0.12,0.06,0.11,150,0.5,6.09,8.62,0.88,430.87,0.83,0.5,0.76,21.19,3.25,0.17,0.14,0.14,0.12,0.26,0.03,0.04,0.03,0.04,3.75,0.43,0.32,13,2,5,0,5,1,18,17,2,6,2,0,0,0,0,0,6,0
5.5,9,3,2,2,2,8,173,5.75,21.62,14,10,4,3,12,9,8,2,0,18.14,17.05,21.98,23.43,0.42,0.1,0.09,0.21,0.09,0.61,0.13,0.06,0.2,87,0.5,4.68,6.61,0.87,202.6,0.79,0.5,0.91,9.09,2.13,0.14,0.13,0.16,0.12,0.29,0.06,0.03,0.03,0.0,2.5,0.45,0.91,2,0,7,0,5,2,4,6,1,0,0,0,0,0,0,0,6,0
5.75,11,2,2,6,3,12,306,4.17,25.5,32,24,8,10,11,23,15,3,5,23.0,24.13,31.59,29.91,0.42,0.13,0.11,0.48,0.46,0.77,0.08,0.08,0.07,126,0.41,5.09,7.2,0.84,306.26,0.81,0.41,0.74,19.31,3.11,0.2,0.13,0.12,0.09,0.2,0.04,0.07,0.05,0.0,4.0,0.2,0.83,19,4,7,0,8,12,19,8,2,3,2,0,0,0,0,0,6,0
