av_depth,max_depth,min_depth,num_acl,num_rel_cl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_poss,num_prep,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,pos_sim_all,lemma_sim_all,lemma_sim_nei,density,ls,corrected_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,corrected_ttr,lv,corrected_vv,vvii,nv,adjv,advv,modv,der_level3,der_level4,der_level5,der_level6,mci,freq_finite_forms,freq_aux,num_inf,num_gerunds,num_pres_sing,num_pres_plur,num_past_part,num_past_simple,num_linkings,num_4grams,num_func_ngrams,num_shell_noun,num_misspelled_tokens,million_mistake,class,sum_punct
4.54,6,3,1,3,7,13,267,6.85,20.54,22,12,10,9,11,15,21,2,1,15.33,17.68,23.98,21.08,0.48,0.12,0.74,0.72,0.11,0.04,0.12,141,6.1,0.53,3.1,0.16,0.18,0.2,0.07,0.27,0.04,0.12,0.05,0.05,4.25,0.26,0.83,12,3,11,0,4,4,21,3,0,6,1,0,6,1
3.83,5,3,1,2,3,12,197,4.92,16.42,21,16,5,3,14,14,6,0,2,13.64,14.77,18.92,17.64,0.37,0.08,0.34,0.64,0.11,0.08,0.17,85,4.28,0.43,2.4,0.19,0.1,0.12,0.06,0.18,0.0,0.02,0.02,0.06,5.25,0.41,0.82,3,1,8,0,6,8,8,2,1,1,1,0,6,0
5.33,8,0,10,6,8,15,427,8.0,28.47,35,23,12,8,19,16,22,4,10,21.79,22.31,29.31,28.93,0.48,0.17,0.63,0.69,0.09,0.02,0.2,185,6.33,0.43,3.58,0.16,0.12,0.15,0.13,0.29,0.09,0.05,0.05,0.03,4.0,0.24,0.64,27,4,11,0,6,2,23,14,2,3,3,0,8,3
4.47,7,2,8,5,8,17,382,6.94,22.47,37,24,13,5,13,17,22,1,7,20.19,19.29,24.51,24.81,0.47,0.08,0.31,0.74,0.12,0.05,0.1,161,5.82,0.42,3.82,0.21,0.11,0.11,0.1,0.21,0.03,0.09,0.05,0.03,3.5,0.28,0.64,24,7,15,0,9,3,20,13,3,7,2,0,6,2
4.0,6,2,2,1,7,16,254,2.5,15.88,26,18,8,7,16,13,21,0,0,12.73,13.55,18.8,18.27,0.48,0.14,0.28,0.67,0.13,0.03,0.17,138,6.12,0.54,2.69,0.16,0.18,0.17,0.07,0.24,0.02,0.06,0.04,0.04,3.75,0.88,0.16,1,2,10,0,0,2,14,0,0,1,6,0,4,1
3.65,9,0,8,3,10,23,420,5.91,18.26,42,28,14,6,13,23,22,2,4,16.5,16.14,20.93,20.91,0.44,0.13,0.51,0.67,0.11,0.03,0.19,160,5.52,0.38,3.06,0.16,0.11,0.14,0.08,0.22,0.08,0.07,0.04,0.07,5.0,0.1,0.96,22,19,16,1,8,9,19,8,1,3,3,0,6,3
3.6,6,2,0,2,4,15,214,4.0,14.27,23,15,8,7,11,12,8,0,1,11.07,12.05,16.7,15.43,0.47,0.16,0.55,0.7,0.08,0.02,0.2,108,5.22,0.5,2.91,0.21,0.18,0.1,0.06,0.16,0.06,0.1,0.06,0.02,3.25,0.42,0.54,12,4,3,1,1,4,9,3,2,1,0,0,6,0
4.73,13,2,4,2,12,15,388,7.6,25.87,34,22,12,12,13,24,35,2,3,22.93,24.34,31.67,30.43,0.5,0.11,0.67,0.71,0.11,0.05,0.14,166,5.96,0.43,3.47,0.16,0.14,0.14,0.11,0.26,0.08,0.05,0.09,0.01,4.0,0.48,0.45,14,4,9,0,4,5,24,6,1,2,0,0,8,2
5.71,8,4,2,0,6,7,273,11.71,39.0,19,12,7,6,23,23,23,0,0,31.0,29.94,38.59,38.83,0.32,0.1,0.45,0.56,0.11,0.04,0.29,97,4.15,0.36,2.41,0.19,0.07,0.14,0.08,0.22,0.11,0.04,0.02,0.02,4.5,0.5,0.55,5,2,12,0,8,1,8,7,1,0,2,0,7,2
6.0,8,4,8,0,1,6,177,6.83,29.5,9,9,0,7,6,12,12,1,1,24.8,23.15,30.69,32.6,0.49,0.06,0.18,0.69,0.11,0.02,0.18,87,4.62,0.49,1.94,0.13,0.14,0.14,0.14,0.28,0.06,0.0,0.06,0.0,5.75,0.25,0.38,3,6,1,0,2,6,7,3,0,4,1,2,6,0
4.14,6,3,4,1,3,7,98,4.29,14.0,11,8,3,0,3,4,10,3,0,9.67,9.11,13.38,13.5,0.56,0.13,0.57,0.7,0.11,0.05,0.13,65,4.64,0.66,2.27,0.22,0.2,0.2,0.05,0.25,0.03,0.03,0.03,0.03,2.75,0.29,0.64,4,4,3,0,1,2,4,0,0,1,1,0,4,0
3.88,6,2,0,1,1,8,153,7.62,19.12,12,10,2,3,14,6,6,0,0,16.71,14.87,18.25,20.14,0.41,0.23,0.63,0.58,0.09,0.03,0.3,67,3.83,0.44,1.58,0.08,0.12,0.11,0.18,0.29,0.04,0.23,0.04,0.08,1.5,0.6,1.8,1,0,3,0,1,4,17,2,0,1,2,0,6,0
4.62,9,1,4,3,5,13,228,5.23,17.54,21,14,7,11,10,6,14,4,3,15.0,16.56,21.64,19.42,0.49,0.13,0.13,0.69,0.09,0.04,0.18,133,6.23,0.58,3.07,0.21,0.21,0.14,0.09,0.23,0.06,0.06,0.07,0.06,3.5,0.32,0.5,12,2,6,0,6,2,14,4,1,0,2,0,6,0
4.2,6,3,2,5,5,15,221,3.2,14.73,29,20,9,5,9,11,5,2,1,11.5,11.09,15.14,15.5,0.47,0.12,0.48,0.78,0.06,0.04,0.12,111,5.28,0.5,2.75,0.22,0.13,0.08,0.1,0.17,0.13,0.08,0.06,0.17,5.0,0.54,0.29,11,2,8,0,3,3,10,5,1,0,2,0,6,0
3.85,6,2,0,2,0,13,274,5.0,21.08,19,17,2,4,18,17,10,0,0,19.83,20.74,25.45,24.75,0.32,0.16,0.38,0.57,0.07,0.02,0.34,115,4.91,0.42,2.46,0.15,0.09,0.13,0.09,0.22,0.02,0.1,0.07,0.0,3.25,0.5,1.0,5,0,7,0,4,4,6,1,0,0,14,0,6,3
3.75,7,2,2,1,1,8,144,7.12,18.0,13,10,3,5,4,5,13,0,0,15.86,15.07,19.89,20.71,0.55,0.13,0.0,0.63,0.12,0.03,0.22,97,5.72,0.67,2.35,0.15,0.16,0.19,0.19,0.38,0.05,0.12,0.09,0.09,3.5,0.54,0.46,2,2,5,0,2,1,7,3,0,1,1,0,4,0
5.09,8,3,4,2,11,11,292,6.09,26.55,24,11,13,5,15,9,21,1,5,22.9,23.76,31.6,30.4,0.5,0.1,0.25,0.71,0.09,0.07,0.14,147,6.08,0.5,3.75,0.21,0.13,0.15,0.11,0.26,0.16,0.05,0.07,0.12,4.25,0.41,0.5,16,2,13,0,5,2,25,0,0,7,4,0,6,5
4.31,9,2,7,1,3,13,219,4.92,16.85,15,11,4,8,18,10,13,6,0,15.42,14.94,18.57,18.92,0.5,0.25,0.34,0.56,0.09,0.04,0.32,95,4.54,0.43,1.54,0.08,0.14,0.1,0.08,0.18,0.02,0.07,0.02,0.02,1.5,0.41,0.53,1,0,11,0,10,0,13,3,0,1,3,0,6,0
4.0,8,2,1,6,1,16,224,4.56,14.0,18,14,4,3,11,8,24,1,0,11.8,12.94,15.9,14.53,0.5,0.18,0.17,0.63,0.12,0.03,0.22,81,3.83,0.36,1.67,0.09,0.08,0.14,0.05,0.19,0.1,0.0,0.02,0.12,2.75,0.56,0.44,4,0,4,0,4,0,4,3,1,0,6,0,6,2
5.8,11,3,6,4,12,15,390,6.6,26.0,38,21,17,9,18,17,28,4,3,21.86,20.46,27.12,29.43,0.47,0.08,0.1,0.75,0.12,0.03,0.1,172,6.16,0.44,4.16,0.23,0.13,0.15,0.09,0.24,0.03,0.09,0.07,0.02,2.5,0.29,0.51,28,3,7,0,6,16,16,14,5,2,3,0,6,0
5.35,9,0,7,13,9,17,394,5.06,23.18,47,27,20,9,12,14,34,5,7,18.38,19.62,25.81,24.0,0.51,0.09,0.31,0.77,0.09,0.02,0.12,168,5.98,0.43,3.3,0.16,0.11,0.16,0.11,0.27,0.03,0.09,0.08,0.01,2.75,0.4,0.6,18,3,18,1,5,7,16,6,1,4,3,0,6,0
6.0,10,3,12,2,1,10,239,7.9,23.9,21,18,3,4,15,17,12,7,1,21.0,21.41,26.05,25.33,0.44,0.09,0.3,0.63,0.11,0.06,0.2,82,3.75,0.34,1.66,0.1,0.08,0.13,0.07,0.2,0.0,0.14,0.09,0.0,3.0,0.18,0.77,3,1,14,0,13,0,7,3,0,0,1,0,7,1
4.73,9,0,6,3,3,15,340,6.87,22.67,25,21,4,3,26,17,28,4,5,18.36,21.42,28.37,24.86,0.46,0.09,0.38,0.74,0.14,0.04,0.09,137,5.25,0.4,2.75,0.14,0.15,0.14,0.06,0.2,0.1,0.07,0.01,0.11,4.0,0.31,0.56,19,1,10,0,4,3,15,15,5,6,1,0,6,3
3.73,5,2,3,1,3,11,181,5.91,16.45,15,12,3,3,9,8,14,2,3,12.8,12.52,16.9,17.1,0.48,0.15,0.51,0.74,0.1,0.02,0.13,95,4.99,0.52,2.57,0.17,0.19,0.11,0.07,0.18,0.02,0.05,0.05,0.05,3.25,0.35,0.76,6,5,7,0,2,3,11,8,2,3,2,0,6,1
4.36,6,3,6,1,1,11,242,6.36,22.0,14,12,2,2,17,15,18,1,2,17.4,17.32,22.81,23.0,0.45,0.14,0.16,0.67,0.12,0.02,0.2,101,4.59,0.42,1.9,0.11,0.11,0.11,0.1,0.21,0.0,0.04,0.05,0.0,3.75,0.15,0.55,3,6,2,0,7,6,10,2,1,3,1,4,6,1
5.54,11,3,6,4,2,13,261,4.38,20.08,20,14,6,6,24,16,15,8,0,14.08,15.24,21.49,19.5,0.52,0.18,0.14,0.59,0.11,0.05,0.26,96,4.2,0.37,1.41,0.07,0.09,0.1,0.08,0.19,0.05,0.17,0.03,0.03,4.5,0.4,0.44,1,0,12,0,15,0,7,5,1,0,1,0,4,0
4.5,6,3,2,0,3,6,145,6.0,24.17,13,10,3,9,6,9,5,2,0,19.0,21.05,27.54,25.6,0.44,0.16,0.2,0.55,0.1,0.04,0.3,72,4.23,0.5,1.77,0.14,0.17,0.12,0.05,0.17,0.0,0.07,0.0,0.0,4.25,0.38,0.85,3,0,5,0,7,2,7,3,0,0,0,0,6,0
5.33,7,3,1,3,10,15,326,4.4,21.73,32,20,12,7,21,14,22,1,1,17.64,17.93,23.4,22.57,0.47,0.04,0.13,0.77,0.1,0.05,0.08,129,5.05,0.4,2.67,0.14,0.12,0.15,0.07,0.22,0.17,0.05,0.08,0.12,2.0,0.45,0.74,17,3,4,0,1,3,22,24,6,5,1,0,6,4
5.8,7,5,3,1,5,5,184,12.8,36.8,11,6,5,0,13,9,12,4,0,28.75,33.79,41.81,36.0,0.41,0.33,0.18,0.48,0.04,0.03,0.45,93,4.85,0.51,1.83,0.13,0.11,0.2,0.11,0.31,0.12,0.05,0.07,0.02,5.25,0.4,0.4,1,4,6,0,5,1,6,4,0,0,12,0,6,0
4.1,7,3,1,0,2,10,200,2.9,20.0,15,13,2,7,20,9,20,1,0,17.44,18.5,24.1,22.11,0.38,0.21,0.43,0.49,0.13,0.09,0.29,84,4.2,0.42,2.13,0.13,0.08,0.18,0.08,0.26,0.09,0.03,0.03,0.03,4.0,0.73,0.73,1,0,8,1,3,2,9,2,0,1,1,0,6,0
3.86,8,2,5,4,7,22,374,3.64,17.0,40,32,8,8,13,9,19,5,3,14.43,14.83,19.61,18.95,0.47,0.07,0.11,0.78,0.1,0.04,0.08,164,6.0,0.44,3.84,0.21,0.14,0.1,0.11,0.21,0.04,0.04,0.08,0.04,3.5,0.3,0.75,26,3,5,0,7,4,13,3,2,6,3,0,6,2
5.11,9,2,1,3,8,9,191,2.11,21.22,15,7,8,0,10,11,16,3,0,18.62,19.13,23.82,22.75,0.48,0.18,0.33,0.7,0.06,0.05,0.2,88,4.5,0.46,2.0,0.13,0.12,0.14,0.14,0.28,0.18,0.08,0.12,0.02,2.75,0.44,0.39,4,0,9,0,6,0,13,2,0,0,4,0,7,0
3.45,8,0,6,2,4,22,323,5.59,14.68,31,26,5,15,12,13,13,0,5,12.95,12.7,16.98,16.95,0.46,0.14,0.33,0.68,0.11,0.02,0.18,155,6.1,0.48,3.64,0.22,0.18,0.09,0.1,0.19,0.04,0.08,0.0,0.05,1.75,0.41,0.39,21,2,6,0,2,2,20,8,1,6,2,0,6,0
3.11,5,2,1,2,0,9,119,3.78,13.22,11,9,2,1,8,4,6,1,0,12.62,13.96,16.77,15.25,0.5,0.08,0.22,0.61,0.14,0.07,0.18,70,4.54,0.59,2.01,0.15,0.18,0.12,0.15,0.27,0.2,0.0,0.1,0.12,4.0,0.5,0.7,2,1,6,0,3,1,6,0,0,4,0,0,4,0
3.81,7,2,1,0,7,16,277,5.62,17.31,30,22,8,7,18,13,12,0,1,15.87,15.06,19.17,19.93,0.44,0.16,0.67,0.7,0.11,0.06,0.13,119,5.06,0.43,3.07,0.19,0.12,0.14,0.07,0.2,0.04,0.11,0.11,0.03,4.0,0.25,0.96,15,4,8,0,6,7,10,8,3,5,2,0,6,1
4.3,6,2,4,1,0,10,182,4.8,18.2,13,12,1,4,14,9,8,5,0,16.44,16.5,20.71,20.78,0.38,0.13,0.21,0.6,0.08,0.05,0.27,80,4.19,0.44,1.28,0.09,0.12,0.09,0.1,0.19,0.0,0.06,0.0,0.0,2.75,0.09,1.18,2,0,7,0,9,0,6,3,0,0,0,0,6,0
4.0,7,2,4,0,6,14,253,6.29,18.07,22,16,6,4,17,12,16,1,4,16.31,15.85,20.96,20.85,0.49,0.09,0.0,0.71,0.09,0.04,0.15,122,5.42,0.48,2.21,0.12,0.17,0.15,0.1,0.25,0.1,0.08,0.05,0.11,1.5,0.43,0.61,13,0,7,0,2,4,10,12,3,4,3,0,6,1
6.08,11,3,6,4,5,12,302,3.42,25.17,28,21,7,9,22,10,16,1,6,21.45,22.72,29.5,27.45,0.49,0.06,0.12,0.76,0.1,0.04,0.11,118,4.8,0.39,2.83,0.16,0.14,0.09,0.07,0.16,0.04,0.04,0.0,0.07,3.5,0.47,0.39,14,5,8,0,2,0,10,11,3,7,1,0,6,4
5.5,8,3,4,3,2,10,195,4.3,19.5,15,11,4,6,12,6,15,0,4,14.44,14.65,20.42,20.22,0.51,0.04,0.0,0.73,0.1,0.05,0.13,107,5.42,0.55,2.43,0.15,0.18,0.16,0.08,0.24,0.04,0.06,0.02,0.04,3.75,0.47,0.42,9,0,2,0,3,4,12,8,3,4,1,0,6,0
3.67,6,2,1,1,2,12,165,5.42,13.75,15,13,2,5,9,5,13,1,0,13.73,14.69,17.2,15.82,0.47,0.18,0.41,0.57,0.12,0.02,0.28,84,4.62,0.51,1.84,0.12,0.12,0.18,0.1,0.29,0.09,0.03,0.03,0.12,2.25,0.42,0.83,2,0,6,0,5,1,4,0,0,0,0,0,4,0
5.07,8,1,9,3,10,14,339,5.21,24.21,35,21,14,4,13,11,29,4,3,18.31,22.36,28.97,24.69,0.52,0.11,0.22,0.69,0.12,0.06,0.14,184,7.07,0.54,3.64,0.19,0.19,0.17,0.11,0.28,0.07,0.07,0.06,0.09,4.5,0.51,0.44,12,3,14,0,8,4,22,4,1,2,0,0,8,2
5.0,6,3,3,2,0,7,159,7.14,22.71,6,6,0,7,17,4,9,3,0,20.5,21.16,25.69,25.0,0.45,0.15,0.24,0.55,0.11,0.06,0.28,77,4.32,0.48,1.65,0.1,0.17,0.15,0.07,0.23,0.0,0.09,0.02,0.05,4.0,0.33,0.33,1,2,4,0,3,0,7,1,0,0,0,0,6,0
4.59,11,2,8,6,4,17,328,5.41,19.29,31,21,10,8,21,16,33,8,0,16.62,15.6,20.98,22.0,0.52,0.12,0.24,0.66,0.13,0.05,0.15,167,6.52,0.51,3.47,0.17,0.18,0.18,0.06,0.24,0.12,0.08,0.05,0.11,3.25,0.34,0.69,12,0,7,0,13,6,17,1,0,4,4,0,6,0
4.67,8,2,5,3,9,15,320,7.73,21.33,29,17,12,3,31,18,15,4,3,17.07,17.08,22.94,23.14,0.48,0.16,0.46,0.64,0.12,0.04,0.2,143,5.65,0.45,3.37,0.19,0.18,0.09,0.07,0.16,0.04,0.07,0.05,0.03,4.5,0.22,0.68,19,3,3,0,11,15,13,11,1,4,1,0,6,1
5.0,7,4,0,0,2,3,87,15.33,29.0,8,5,3,2,10,2,5,0,0,26.0,32.5,38.25,30.5,0.31,0.37,0.29,0.55,0.07,0.07,0.31,57,4.32,0.66,1.73,0.22,0.13,0.19,0.04,0.22,0.06,0.0,0.06,0.0,2.25,0.5,0.83,2,1,4,0,0,0,2,3,1,0,4,0,4,0
6.67,10,5,7,1,3,6,167,9.67,27.83,13,9,4,0,19,11,5,5,0,19.2,21.71,28.64,25.0,0.4,0.18,0.0,0.64,0.09,0.05,0.22,71,3.88,0.43,1.18,0.09,0.13,0.1,0.03,0.13,0.0,0.08,0.0,0.0,2.25,0.38,0.69,2,0,10,0,7,0,8,3,0,0,0,0,6,0
3.79,6,2,3,1,3,14,199,5.29,14.21,18,14,4,0,15,14,18,3,0,10.77,10.7,13.95,14.15,0.51,0.16,0.18,0.65,0.14,0.08,0.14,84,4.21,0.42,1.77,0.1,0.12,0.16,0.09,0.25,0.07,0.0,0.02,0.0,3.75,0.69,0.44,0,0,12,0,5,2,5,0,0,0,5,0,6,0
5.1,7,3,3,2,9,10,263,5.2,26.3,25,14,11,7,9,13,17,2,1,20.78,20.74,27.33,27.44,0.51,0.11,0.13,0.77,0.04,0.02,0.16,113,4.93,0.43,2.94,0.17,0.11,0.14,0.15,0.29,0.11,0.03,0.1,0.02,5.25,0.5,0.46,8,5,2,0,3,6,14,14,4,3,2,0,7,1
4.09,8,2,7,0,1,11,207,9.36,18.82,16,15,1,7,16,14,6,7,0,15.3,15.17,18.99,19.3,0.4,0.18,0.22,0.59,0.1,0.03,0.27,68,3.34,0.33,0.89,0.05,0.08,0.1,0.11,0.2,0.03,0.02,0.08,0.0,0.75,0.1,1.5,0,0,1,0,9,14,9,2,0,0,0,0,6,0
6.5,14,3,6,4,7,10,303,6.9,30.3,28,17,11,9,13,15,31,3,3,27.78,29.55,38.26,35.89,0.55,0.12,0.46,0.71,0.12,0.06,0.11,150,6.09,0.5,3.25,0.17,0.14,0.14,0.12,0.26,0.03,0.04,0.03,0.04,3.75,0.43,0.32,13,2,5,0,5,1,18,17,2,6,2,0,6,0
5.5,9,3,2,2,2,8,173,5.75,21.62,14,10,4,3,12,9,8,2,0,18.14,17.05,21.98,23.43,0.42,0.1,0.21,0.61,0.13,0.06,0.2,87,4.68,0.5,2.13,0.14,0.13,0.16,0.12,0.29,0.06,0.03,0.03,0.0,2.5,0.45,0.91,2,0,7,0,5,2,4,6,1,0,0,0,6,0
5.75,11,2,2,6,3,12,306,4.17,25.5,32,24,8,10,11,23,15,3,5,23.0,24.13,31.59,29.91,0.42,0.13,0.48,0.77,0.08,0.08,0.07,126,5.09,0.41,3.11,0.2,0.13,0.12,0.09,0.2,0.04,0.07,0.05,0.0,4.0,0.2,0.83,19,4,7,0,8,12,19,8,2,3,2,0,6,0
4.92,8,3,5,1,8,13,298,6.69,22.92,23,17,6,10,20,15,21,3,3,20.08,18.15,24.76,25.92,0.5,0.05,0.13,0.76,0.1,0.04,0.1,122,5.0,0.41,2.79,0.15,0.14,0.12,0.04,0.16,0.08,0.09,0.02,0.08,4.0,0.23,0.61,22,1,3,0,1,2,19,6,1,3,1,0,6,1
3.76,6,1,5,3,9,21,383,5.38,18.24,36,23,13,8,21,13,26,3,3,14.65,16.44,21.97,19.9,0.47,0.07,0.0,0.77,0.09,0.03,0.11,155,5.6,0.4,3.4,0.17,0.14,0.12,0.09,0.21,0.1,0.0,0.02,0.1,4.0,0.46,0.59,18,3,12,0,3,2,21,8,2,8,1,0,6,1
4.67,8,2,3,3,1,12,223,2.92,18.58,18,15,3,5,13,10,20,0,4,16.73,15.73,21.19,21.73,0.49,0.16,0.0,0.76,0.07,0.04,0.13,100,4.74,0.45,2.21,0.13,0.18,0.1,0.06,0.17,0.15,0.0,0.03,0.18,2.5,0.4,0.55,12,1,2,0,0,1,10,7,1,3,11,0,4,0
4.77,10,2,7,1,3,13,228,4.0,17.54,20,16,4,7,10,18,11,4,1,13.92,15.33,19.36,18.17,0.47,0.07,0.0,0.71,0.12,0.02,0.15,100,4.68,0.44,1.96,0.12,0.12,0.15,0.06,0.21,0.04,0.02,0.06,0.02,4.75,0.64,0.27,1,3,9,0,0,4,4,0,0,2,1,0,6,0
6.16,10,3,14,1,8,19,472,4.95,24.84,26,20,6,11,30,34,46,9,2,19.5,19.01,26.44,26.61,0.52,0.15,0.82,0.66,0.11,0.05,0.18,242,7.88,0.51,3.83,0.17,0.19,0.19,0.08,0.26,0.05,0.08,0.03,0.11,5.75,0.32,0.17,16,10,8,0,14,2,29,8,3,2,4,0,6,1
4.31,7,3,6,2,2,13,254,6.69,19.54,20,16,4,7,20,9,14,5,0,14.08,16.21,20.56,18.0,0.42,0.18,0.55,0.51,0.13,0.06,0.3,81,3.59,0.32,1.28,0.07,0.07,0.09,0.09,0.19,0.06,0.02,0.04,0.0,3.0,0.33,1.0,0,1,17,0,9,0,10,0,0,0,0,0,6,2
4.44,7,3,1,0,4,9,180,7.22,20.0,14,11,3,4,23,14,5,0,0,15.25,14.56,18.05,18.75,0.31,0.13,0.61,0.52,0.07,0.03,0.37,77,4.06,0.43,2.45,0.22,0.08,0.18,0.16,0.35,0.06,0.03,0.08,0.03,3.25,0.75,0.42,0,2,1,0,1,11,11,0,0,0,1,0,6,1
4.64,7,2,2,1,6,11,228,6.0,20.73,19,11,8,3,13,15,7,2,0,16.9,16.86,21.89,21.6,0.48,0.1,0.0,0.68,0.07,0.02,0.23,101,4.73,0.44,1.62,0.09,0.13,0.06,0.11,0.17,0.04,0.02,0.02,0.0,4.25,0.58,0.47,3,2,6,0,2,7,24,3,1,1,1,0,6,0
5.75,7,3,7,4,6,8,258,6.0,32.25,22,12,10,3,21,17,13,9,0,24.43,26.89,37.52,35.14,0.45,0.15,0.18,0.65,0.08,0.07,0.21,98,4.31,0.38,1.59,0.08,0.11,0.12,0.08,0.2,0.0,0.07,0.04,0.02,4.5,0.38,1.12,2,1,15,1,9,0,15,9,0,0,3,0,6,3
4.12,7,3,0,1,1,8,213,7.38,26.62,15,13,2,7,16,10,6,1,1,22.86,25.46,30.3,27.71,0.32,0.16,0.0,0.65,0.05,0.02,0.28,89,4.31,0.42,2.0,0.12,0.13,0.14,0.12,0.26,0.03,0.11,0.14,0.06,3.0,0.25,1.88,6,1,9,0,1,4,7,3,0,2,4,0,6,0
3.57,6,2,7,1,3,14,209,5.0,14.93,16,13,3,5,13,9,14,7,0,13.08,12.65,15.69,15.54,0.42,0.17,0.18,0.63,0.09,0.04,0.25,86,4.21,0.41,1.46,0.09,0.1,0.17,0.1,0.27,0.13,0.04,0.0,0.0,3.75,0.33,0.73,0,0,6,0,9,2,11,1,0,0,3,0,6,0
4.56,10,3,5,6,6,18,393,4.44,21.83,36,25,11,5,9,22,18,1,5,17.76,17.08,22.88,23.88,0.45,0.08,0.1,0.71,0.12,0.01,0.16,158,5.64,0.4,3.09,0.17,0.12,0.09,0.12,0.2,0.04,0.05,0.05,0.03,3.75,0.34,0.53,23,5,9,0,7,8,16,8,1,0,2,0,7,2
4.31,7,3,2,2,11,13,310,5.38,23.85,35,22,13,5,12,12,13,3,0,21.17,21.87,27.96,26.83,0.45,0.08,0.24,0.73,0.08,0.03,0.15,134,5.38,0.43,3.06,0.19,0.1,0.12,0.13,0.24,0.01,0.16,0.04,0.01,4.25,0.33,0.89,19,5,8,0,8,7,6,7,1,2,3,0,6,0
3.89,6,2,5,2,3,9,176,5.11,19.56,12,8,4,4,15,12,9,4,0,18.38,21.37,26.56,22.75,0.42,0.11,0.64,0.57,0.1,0.07,0.26,78,4.16,0.44,1.92,0.12,0.13,0.12,0.07,0.19,0.03,0.08,0.11,0.03,4.75,0.27,0.91,1,1,6,0,6,2,5,3,0,0,0,0,6,0
4.0,7,3,3,1,1,8,154,3.12,19.25,12,10,2,5,4,9,12,1,2,16.43,16.07,20.1,19.57,0.36,0.12,0.22,0.54,0.08,0.04,0.34,73,4.16,0.47,2.01,0.16,0.08,0.2,0.11,0.3,0.0,0.18,0.06,0.0,2.5,0.5,0.7,2,0,4,0,3,6,6,1,0,1,1,0,6,0
3.62,5,2,4,0,2,8,123,3.88,15.38,7,5,2,6,6,5,3,4,0,13.0,14.13,16.72,15.29,0.39,0.17,0.41,0.58,0.07,0.04,0.32,67,4.27,0.54,2.04,0.21,0.15,0.1,0.1,0.21,0.0,0.11,0.04,0.07,3.75,0.42,0.17,0,1,4,0,6,2,6,3,1,1,1,0,6,0
4.29,6,3,4,1,9,14,322,6.5,23.0,32,17,15,3,21,10,18,4,1,19.38,21.56,27.84,26.23,0.48,0.11,0.0,0.68,0.14,0.05,0.13,142,5.6,0.44,2.71,0.14,0.15,0.11,0.08,0.19,0.03,0.12,0.09,0.01,4.0,0.39,0.79,14,3,8,0,8,14,26,8,2,1,2,0,6,1
4.71,8,2,7,5,1,17,310,4.29,18.24,35,30,5,9,11,12,28,3,5,15.44,16.38,21.32,20.0,0.49,0.11,0.24,0.72,0.11,0.03,0.15,142,5.7,0.46,3.18,0.18,0.12,0.14,0.08,0.23,0.03,0.09,0.06,0.03,3.5,0.44,0.58,17,0,13,0,4,2,11,13,5,5,3,0,6,0
4.81,11,2,2,4,11,16,359,4.12,22.44,39,24,15,10,10,13,27,2,4,22.13,22.71,28.47,27.33,0.49,0.06,0.2,0.75,0.06,0.02,0.17,154,5.75,0.43,3.04,0.18,0.12,0.11,0.11,0.23,0.07,0.03,0.01,0.06,4.25,0.44,0.35,20,6,11,0,4,6,17,10,2,7,4,0,6,3
4.88,7,4,3,0,3,8,185,5.12,23.12,12,10,2,6,12,12,9,4,0,19.86,17.92,22.56,25.71,0.41,0.05,0.19,0.61,0.1,0.04,0.24,89,4.63,0.48,1.7,0.12,0.13,0.09,0.14,0.24,0.05,0.07,0.1,0.0,4.25,0.36,0.57,1,1,7,0,8,0,6,7,2,0,1,0,6,0
3.64,7,0,5,0,4,11,241,6.36,21.91,18,14,4,1,12,15,20,3,0,19.7,20.76,26.04,24.7,0.44,0.15,0.35,0.66,0.06,0.03,0.24,99,4.51,0.41,1.94,0.1,0.11,0.13,0.07,0.2,0.08,0.08,0.05,0.07,5.0,0.25,1.0,3,1,14,0,10,0,7,0,0,2,7,0,7,2
3.0,5,2,2,1,0,17,205,5.29,12.06,9,9,0,1,11,2,1,1,0,9.62,10.33,13.52,12.5,0.11,0.22,0.35,0.42,0.04,0.03,0.51,93,4.59,0.45,0.71,0.09,0.06,0.04,0.13,0.17,0.0,0.02,0.02,0.0,0.0,0.0,2.25,0,0,2,0,4,0,7,1,0,0,4,0,6,0
4.24,6,2,4,3,9,21,371,5.29,17.67,32,24,8,12,18,10,30,2,1,14.15,15.45,20.26,19.35,0.51,0.15,0.46,0.68,0.12,0.06,0.14,174,6.39,0.47,3.02,0.14,0.17,0.15,0.13,0.28,0.11,0.04,0.05,0.09,3.75,0.3,0.59,18,5,16,0,3,5,15,9,1,5,6,0,6,1
5.91,10,2,9,6,12,11,365,9.27,33.18,38,18,20,11,9,10,19,4,7,28.2,31.15,40.34,36.2,0.43,0.13,0.43,0.71,0.13,0.02,0.14,166,6.14,0.45,3.67,0.22,0.15,0.14,0.08,0.22,0.04,0.04,0.01,0.08,3.25,0.3,0.7,24,3,15,0,7,7,25,16,4,3,3,0,6,0
